Symbol,Name,Open,Last,Prev_Open,Prev_Last,Open_2D_Ago,Last_2D_Ago,20D_MA,Volume,Industry,Sector
SVE.VN,Silver One Resources Inc,0.31,0.3,0.315,0.32,0.315,0.305,0.331,45237,N/L,Basic Materials
SNG.VN,Silver Range Resources Ltd,0.12,0.14,0.125,0.125,0.11,0.105,0.119,43000,N/L,N/A
SAND.CN,Silver Sands Resources Corp,0.08,0.075,0.08,0.08,0.08,0.08,0.085,15202,N/L,N/A
SLVR.VN,Silver Tiger Metals Inc,0.4,0.39,0.39,0.395,0.41,0.395,0.419,18500,N/L,N/A
VIPR.VN,Silver Viper Minerals Corp,0.23,0.215,0.265,0.23,0.265,0.255,0.264,39858,N/L,N/A
SWLF.VN,Silver Wolf Exploration Ltd,0.15,0.14,0.15,0.135,0.175,0.175,0.162,6000,N/L,N/A
AGX.VN,Silver X Mining Corp,0.21,0.23,0.23,0.23,0.22,0.25,0.238,45000,N/L,Basic Materials
SVM.TO,Silvercorp Metals Inc,3.7,3.6,3.77,3.67,3.51,3.61,3.59,85090,N/L,Basic Materials
SIL.TO,Silvercrest Metals Inc,9.66,9.62,9.56,9.6,9.11,9.47,9.14,38776,N/L,N/A
SVTN.VN,Silverton Metals Corp,0.12,0.12,0.125,0.12,0.125,0.145,0.13,14500,N/L,Basic Materials
SEI.VN,Sintana Energy Inc,0.13,0.13,0.14,0.125,0.12,0.13,0.106,245222,N/L,Oils-Energy
SIQ-H.VN,Siq Mountain Industries Inc,0.045,0.05,0.05,0.045,0.05,0.05,0,100000,N/L,N/A
SOI.VN,Sirios Resources Inc,0.07,0.065,0.065,0.065,0.07,0.065,0.072,100000,N/L,Basic Materials
SBM.VN,Sirona Biochem Corp,0.18,0.185,0.18,0.18,0.19,0.185,0.204,26030,N/L,Medical
SIG.CN,Sitka Gold Corp,0.145,0.14,0.145,0.14,0.14,0.14,0.111,254200,N/L,N/A
SIXW.CN,Sixth Wave Innovations Inc,0.08,0.075,0.08,0.075,0.075,0.08,0.079,50460,N/L,N/A
SKE.TO,Skeena Resources Ltd,9.35,9.335,9.29,9.27,9.34,9.29,10.41,47158,N/L,Basic Materials
SKRR.VN,Skrr Exploration Inc,0.065,0.06,0.065,0.065,0.06,0.06,0.067,22000,N/L,Basic Materials
SKYG.VN,Sky Gold Corp,0.05,0.05,0.055,0.055,0.055,0.06,0.057,15000,N/L,Basic Materials
SYH.VN,Skyharbour Resources Ltd,0.46,0.465,0.47,0.455,0.45,0.465,0.44,27930,N/L,Basic Materials
SLHG.VN,Skylight Health Group Inc,1,1,0.83,0.92,0.79,0.78,0.961,4559,N/L,Medical
SLNG.CN,Slang Worldwideinc,0.14,0.14,0.14,0.14,0.135,0.15,0.159,7499,N/L,N/A
SGR-UN.TO,Slate Grocery REIT,15.15,15.08,15,15.15,14.74,14.92,14.74,49591,N/L,Finance
SOT-UN.TO,Slate Office REIT,4.99,4.96,5.01,4.97,5,4.97,4.94,29972,N/L,Finance
SOT-DB-A.TO,Slate Office REIT 5.5 Pct Debs,97.5,97.5,98.5,98,98.5,97.3,98.54,12000,N/L,N/A
SLZ.CN,Slave Lake Zinc Corp,0.105,0.1,0.12,0.105,0.125,0.13,0.132,20000,N/L,N/A
ZZZ.TO,Sleep Country Canada Holdings Inc,26.91,27.36,26.83,26.77,25.42,26.69,26.49,19528,N/L,Consumer Discretionary
DMT.VN,Small Pharma Inc,0.165,0.16,0.16,0.15,0.165,0.16,0.18,10730,N/L,Medical
SEB.VN,Smart Employee Benefits Inc,0.13,0.13,0.14,0.14,0.14,0.14,0.145,77000,N/L,Computers and Technology
SRU-UN.TO,Smartcentres Real Estate Investment Trust,29.48,29.45,29.02,29.4,29.1,28.92,29.22,68050,N/L,Finance
SNC.TO,Snc-Lavalin Sv,25.99,25.54,25.92,25.84,25.23,25.79,25.74,144673,N/L,Industrial Products
SPN.VN,Snipp Interactive Inc,0.15,0.15,0.15,0.16,0.155,0.16,0.162,84175,N/L,Consumer Discretionary
SFTC.TO,Softchoice Corp,21.96,23.82,21.39,21.96,22,21.33,21.18,31377,N/L,Computers and Technology
SIC.VN,Sokoman Minerals Corp,0.325,0.31,0.31,0.32,0.305,0.305,0.303,81280,N/L,Basic Materials
SOL.CN,Sol Global Investments,0.74,0.73,0.64,0.72,0.64,0.63,0.821,7500,N/L,N/A
SOLR.VN,Solar Alliance Energy Inc,0.085,0.08,0.08,0.085,0.09,0.08,0.088,47155,N/L,Industrial Products
SLS.TO,Solaris Resources Inc,11.45,11.35,11.42,11.41,11.29,11.35,11.68,41167,N/L,N/A
SVS.VN,Solarvest Bioenergy Inc,0.11,0.11,0.095,0.095,0.115,0.115,0.102,6200,N/L,Conglomerates
SGC.VN,Solstice Gold Corp,0.115,0.115,0.115,0.12,0.125,0.12,0.138,55000,N/L,Basic Materials
SOMA.VN,Soma Gold Corp,0.265,0.265,0.255,0.255,0.255,0.255,0.283,12000,N/L,Basic Materials
SONA.CN,Sona Nanotech Inc,0.09,0.08,0.09,0.085,0.09,0.1,0.153,192516,N/L,N/A
SGO.VN,Sonoro Gold Corp,0.17,0.17,0.15,0.155,0.15,0.155,0.153,7620,N/L,N/A
SRR.VN,Source Rock Royalties Ltd,0.85,0.85,0.85,0.85,0.86,0.85,0.859,12016,N/L,N/A
SRR-WT.VN,Source Rock Royalties Ltd Wts,0.105,0.105,0.105,0.105,0.105,0.105,0.109,20000,N/L,N/A
SAO.VN,South Atlantic Gold Inc,0.055,0.055,0.07,0.06,0.06,0.065,0.052,52000,N/L,Basic Materials
SOU.VN,Southern Energy Corp,1.12,1.1,1.07,1.15,1.07,1.08,1.046,266167,N/L,Oils-Energy
SSV.VN,Southern Silver Exploration Corp,0.255,0.26,0.26,0.255,0.26,0.25,0.263,8585,N/L,N/A
SGQ.TO,Southgobi Resources Ltd,0.19,0.19,0.195,0.195,0.19,0.175,0.1655,50474,N/L,N/A
SQG.VN,Spackman Equities Group Inc,0.04,0.075,0.055,0.055,0.055,0.055,0.065,12000,N/L,Finance
SPA.VN,Spanish Mountain Gold Ltd,0.18,0.19,0.185,0.19,0.195,0.185,0.185,18300,N/L,Basic Materials
SPRQ.VN,Sparq Corp,0.44,0.44,0.4,0.4,0.4,0.4,0.409,19500,N/L,N/A
SDE.TO,Spartan Delta Corp,14.25,14.44,14.25,14.17,14.28,14.21,12.97,136856,N/L,Oils-Energy
SRI.VN,Sparton Resources Inc,0.085,0.09,0.08,0.08,0.085,0.08,0.078,61000,N/L,Basic Materials
SPC.VN,Spc Nickel Corp,0.095,0.1,0.095,0.095,0.095,0.095,0.09,109100,N/L,Basic Materials
SPMT.CN,Spearmint Resources Inc,0.1,0.1,0.085,0.1,0.08,0.08,0.089,69500,N/L,N/A
SEV.VN,Spectra7 Microsystems Inc,1.05,0.99,1.01,0.94,1.06,1.1,1.07,6636,N/L,Computers and Technology
TOY.TO,Spin Master Corp,45.16,45.71,45.23,44.85,43.34,45.39,44.99,8825,N/L,Consumer Discretionary
SPP.VN,Spot Coffee Ltd,0.05,0.055,0.035,0.045,0.035,0.035,0.034,283789,N/L,Consumer Discretionary
LITE.CN,Spotlite360 Iot Solutions Inc,0.085,0.095,0.08,0.095,0.1,0.095,0.1,33578,N/L,N/A
CEF.TO,Sprott Physical Gold Silver Trust,22.41,22.22,22.61,22.6,22.75,22.61,22.68,15149,N/L,Finance
PHYS.TO,Sprott Physical Gold Trust CAD,18.56,18.5,18.59,18.51,18.54,18.63,18.64,8107,N/L,Finance
U-UN.TO,Sprott Physical Uranium Trust,15.11,15.04,15.1,15.07,15.02,14.99,15.26,232027,N/L,N/A
U-U.TO,Sprott Physical Uranium Trust USD,11.75,11.87,11.8,11.82,11.75,11.77,11.87,101911,N/L,N/A
SHL.VN,Spruce Ridge Resources Ltd,0.075,0.07,0.065,0.065,0.07,0.07,0.074,209000,N/L,Basic Materials
SQD.VN,Sqi Diagnostics Inc,0.16,0.17,0.17,0.17,0.17,0.165,0.178,41999,N/L,Medical
SRG.VN,Srg Graphite Inc,0.79,0.77,0.78,0.77,0.81,0.77,0.778,7000,N/L,Basic Materials
SSRM.TO,Ssr Mining Inc,25.13,25,25.46,25.19,25.57,25.23,26.1,26482,N/L,Basic Materials
SAU.TO,ST Augustine Gold and Copper Ltd,0.07,0.07,0.07,0.07,0.07,0.075,0.076,15000,N/L,Transportation
LORD.VN,ST James Gold Corp,0.42,0.42,0.43,0.42,0.395,0.43,0.435,7500,N/L,Basic Materials
SX.CN,St-Georges Eco-Mining Corp,0.225,0.23,0.25,0.23,0.23,0.23,0.235,46505,N/L,N/A
STCK.TO,Stack Capital Group Inc,7.4,7.4,7.42,7.39,7.35,7.25,7.64,6000,N/L,Finance
SZLS.TO,Stagezero Life Sciences Ltd,0.095,0.095,0.095,0.095,0.11,0.09,0.0932,125306,N/L,Medical
SDI.VN,Stampede Drilling Inc,0.485,0.46,0.49,0.48,0.49,0.49,0.436,68800,N/L,Oils-Energy
SLI.VN,Standard Lithium Ltd,8.1,8.13,7.56,8.08,7.05,7.49,7.442,33502,N/L,Basic Materials
SMA.TO,Standard Mercantile Acq Corp,1.26,1.26,1.25,1.26,1.25,1.25,1.27,12000,N/L,Finance
STND.VN,Standard Uranium Ltd,0.13,0.125,0.125,0.125,0.115,0.125,0.127,75395,N/L,N/A
STN.TO,Stantec Inc,57.82,57.73,56.75,57.55,56.88,56.56,56.86,27336,N/L,Industrial Products
DIAM.TO,Star Diamond Corp,0.28,0.26,0.285,0.265,0.275,0.27,0.294,69727,N/L,N/A
SAM.TO,Starcore International Mines Ltd,0.27,0.27,0.26,0.275,0.245,0.255,0.2362,2000,N/L,N/A
STE.VN,Starr Peak Mining Ltd,1.1,1.1,1.11,1.08,1.12,1.08,1.118,7837,N/L,Basic Materials
STLC.TO,Stelco Holdings Inc,40.75,41.35,39.6,40.29,39.08,39.49,40.79,106659,N/L,Basic Materials
SJ.TO,Stella Jones Inc,35.77,36.06,35.77,35.68,35.18,35.64,35.18,45294,N/L,Construction
SPX.VN,Stellar Africagold Inc,0.055,0.055,0.05,0.05,0.055,0.055,0.057,98219,N/L,Basic Materials
STEP.TO,Step Energy Services Ltd,5.24,5.16,5.16,5.16,5.39,5.23,4.54,76697,N/L,Oils-Energy
STGO.TO,Steppe Gold Ltd,1.14,1.14,1.25,1.2,1.2,1.25,1.26,9095,N/L,Basic Materials
SAG.VN,Sterling Metals Corp,0.27,0.28,0.23,0.23,0.25,0.25,0.249,27250,N/L,Basic Materials
STNG.VN,Stinger Resources Inc,0.085,0.085,0.08,0.08,0.085,0.085,0.089,8227,N/L,N/A
RAY-A.TO,Stingray Digital Group Inc Sv,6.86,6.98,6.52,6.77,6.59,6.65,6.47,22951,N/L,N/A
SVI.TO,Storagevault Canada Inc,6.58,6.595,6.4,6.5,6.2,6.36,6.17,100110,N/L,Consumer Discretionary
SVI-DB-B.TO,Storagevault Canada Inc 5.50 Pct Debs,99.5,99.5,99.25,99,99,99,99.26,15000,N/L,N/A
SVI-DB.TO,Storagevault Canada Inc 5.75 Pct Debs,98.94,98.94,99.25,98,99,99.25,99.05,15000,N/L,N/A
SB.VN,Stratabound Minerals Corp,0.05,0.05,0.05,0.055,0.05,0.05,0.063,10000,N/L,Basic Materials
SMD.VN,Strategic Metals Ltd,0.33,0.325,0.32,0.32,0.31,0.32,0.31,7717,N/L,Basic Materials
SNTA.NE,Strategic Minerals Europe Corp.,0.345,0.35,0.285,0.3,0.285,0.285,0.349,14400,N/L,N/A
SUU-H.VN,Strathmore Plus Energy Corp,0.29,0.265,0.265,0.28,0.275,0.275,0.234,83219,N/L,N/A
SRA.VN,Stria Lithium Inc,0.205,0.215,0.215,0.205,0.22,0.22,0.25,15000,N/L,N/A
SKP.VN,Strikepoint Gold Inc,0.07,0.07,0.075,0.075,0.08,0.08,0.075,91000,N/L,Basic Materials
STUV.VN,Stuve Gold Corp,0.115,0.11,0.115,0.115,0.13,0.13,0.154,6000,N/L,N/A
SUGR.VN,Sugarbud Craft Growers Corp,0.58,0.49,0.59,0.57,0.6,0.58,0.67,17725,N/L,Medical
SMC.TO,Sulliden Mining Capital Inc,0.065,0.07,0.07,0.07,0.07,0.07,0.0885,211159,N/L,N/A
SSVR.VN,Summa Silver Corp,0.91,0.91,0.95,0.92,0.92,0.95,1.002,5902,N/L,N/A
SMU-UN.TO,Summit Industrial Income REIT,19.31,19.23,19.05,19.23,19.1,18.97,19.08,34037,N/L,Finance
SLF.TO,Sun Life Financial Inc,63.66,63.97,63.05,63.38,62.75,62.92,62.9,253599,N/L,Finance
SLF-PR-D.TO,Sun Life Pref Ser 4,21.04,21.25,20.71,21,20.65,20.67,20.36,7610,N/L,N/A
SLF-PR-H.TO,Sun Life Pref Ser H,19.28,19.88,19.15,19.4,19.15,19.25,18.63,5436,N/L,N/A
SMN.VN,Sun Summit Minerals Corp,0.29,0.28,0.275,0.28,0.27,0.27,0.286,34000,N/L,Basic Materials
SU.TO,Suncor Energy Inc,51.9,52.63,50.45,51.66,50.6,50.56,48.21,2100061,N/L,Oils-Energy
SOY.TO,Sunopta Inc,10.44,10.11,9.76,10.45,9.42,9.81,8.49,34680,N/L,Consumer Staples
SGI.VN,Superior Gold Inc,0.84,0.86,0.83,0.82,0.84,0.83,0.84,71744,N/L,Basic Materials
SUI.VN,Superior Mining International Corp,0.33,0.33,0.34,0.34,0.34,0.34,0.321,90000,N/L,Basic Materials
SPB.TO,Superior Plus Corp,12.5,12.43,12.27,12.49,12.21,12.25,11.9,152671,N/L,Utilities
NILI.VN,Surge Battery Metals Inc,0.075,0.075,0.07,0.075,0.08,0.08,0.083,9100,N/L,Basic Materials
SURG.VN,Surge Copper Corp,0.23,0.22,0.23,0.22,0.22,0.23,0.229,93600,N/L,Basic Materials
SGY.TO,Surge Energy Inc,11.18,11.51,10.89,11,11,10.86,10.28,388879,N/L,Oils-Energy
AGR-UN.TO,Sustainable Agriculture Wellness Div Fund,7.73,7.75,7.68,7.74,7.75,7.74,8.03,6000,N/L,N/A
PWI-PR-A.TO,Sustainable Power Infra Split Corp Pr A,10.29,10.34,10.36,10.36,10,10.36,10.58,7200,N/L,N/A
SWRM.CN,Swarmio Media Holdings Inc.,0.11,0.09,0.1,0.09,0.1,0.1,0.123,12000,N/L,N/A
SWIM.CN,Swmbrd Sports Inc.,0.095,0.095,0.095,0.095,0.095,0.095,0.102,8000,N/L,N/A
SYZ.TO,Sylogist Ltd,7.59,7.7,7.38,7.62,6.98,7.37,7.44,70411,N/L,Computers and Technology
TAAT.CN,Taat Global Alternatives Inc,1.08,1.09,1.1,1.08,1.1,1.08,1.139,13382,N/L,N/A
RARE.CN,Tactical Resources Corp.,0.8,0.8,0.8,0.8,0.8,0.8,0.804,10010,N/L,N/A
TAO.VN,Tag Oil Ltd,0.3,0.32,0.23,0.29,0.22,0.23,0.24,55071,N/L,Oils-Energy
TAIG.TO,Taiga Motors Corp,4.39,4.25,4.45,4.21,4.2,4.28,4.36,28802,N/L,Consumer Discretionary
TAJ.VN,Tajiri Resources Corp,0.045,0.05,0.05,0.045,0.045,0.045,0.054,40000,N/L,Basic Materials
TSK.TO,Talisker Resources Ltd,0.23,0.225,0.235,0.23,0.23,0.23,0.2338,23010,N/L,N/A
TLO.TO,Talon Metals Corp,0.57,0.58,0.59,0.57,0.6,0.58,0.6,222352,N/L,Medical
TVE.TO,Tamarack Valley Energy Ltd,5.21,5.28,5.09,5.15,5.15,5.12,4.85,1492831,N/L,Oils-Energy
TTX.CN,Tantalex Lithium Resources Corp,0.1,0.11,0.09,0.09,0.09,0.09,0.088,398000,N/L,N/A
TNX.TO,Tanzanian Royalty Exploration Corp,0.43,0.44,0.42,0.42,0.42,0.415,0.3945,13155,N/L,Basic Materials
TRG.CN,Tarachi Gold Corp,0.095,0.09,0.09,0.09,0.095,0.09,0.108,300000,N/L,N/A
TN.CN,Tartisan Nickel Corp,0.37,0.365,0.38,0.36,0.37,0.38,0.394,5450,N/L,N/A
TKO.TO,Taseko Mines Ltd,2.12,2.185,2.11,2.12,2.05,2.08,2.07,164203,N/L,Basic Materials
TRP.TO,Tc Energy Corp,73.17,73.55,72.79,73.13,73.01,72.93,71.74,244292,N/L,Oils-Energy
TD-PF-A.TO,TD Bank Pref Ser 1,21.45,21.72,21.3,21.6,21.1,21.3,20.95,6000,N/L,N/A
TD-PF-K.TO,TD Bank Pref Series 20,23.98,24,23.82,23.85,23.8,23.8,23.4,26250,N/L,N/A
TECK-B.TO,Teck Resources Ltd Cl B,54.86,55.33,54.27,54.99,52.34,53.95,51.1,508294,N/L,Basic Materials
TCS.TO,Tecsys Inc J,30,31.16,28.22,29.61,27.67,28.3,27.48,8004,N/L,Computers and Technology
TECT.VN,Tectonic Metals Inc,0.05,0.05,0.05,0.05,0.05,0.045,0.054,82000,N/L,Basic Materials
TELE.CN,Telecure Technologies Inc.,0.09,0.09,0.075,0.075,0.075,0.075,0.087,8428,N/L,N/A
T.TO,Telus Corp,31.49,31.71,31.32,31.49,31.52,31.3,31.52,372201,N/L,Industrial Products
TIXT.TO,Telus International [Cda] Inc,32.44,32.44,31.68,32.21,30.2,31.56,29.7,61528,N/L,Computers and Technology
TMAS.CN,Temas Resources Corp,0.1,0.1,0.105,0.095,0.105,0.105,0.095,7735,N/L,N/A
TEM.VN,Tembo Gold Corp,0.245,0.235,0.25,0.25,0.255,0.25,0.257,82500,N/L,Basic Materials
TMRR.VN,Tempus Resources Ltd,0.065,0.065,0.07,0.07,0.075,0.075,0.072,11000,N/L,N/A
TNZ.TO,Tenaz Energy Corp,2.69,2.7,2.67,2.65,2.4,2.5,2.38,24955,N/L,Oils-Energy
TPC.VN,Tenth Avenue Petroleum Corp,0.195,0.185,0.195,0.195,0.2,0.2,0.209,115500,N/L,N/A
TGO.TO,Terago Inc,4.8,4.75,4.67,4.66,4.76,4.77,5.17,13868,N/L,Industrial Products
TSLA.NE,Tesla Inc. Cdr [Cad Hedged],24.95,25.25,23,24.17,21.15,22.52,24.642,59391,N/L,N/A
TBP.TO,Tetra Bio Pharma Inc,0.055,0.055,0.055,0.055,0.055,0.06,0.0595,94840,N/L,Medical
THC.CN,Thc Biomed Intl Ltd,0.055,0.055,0.055,0.06,0.06,0.06,0.051,16652,N/L,N/A
BCBC.CN,The Bc Bud Corporation,0.1,0.1,0.1,0.11,0.1,0.1,0.116,63000,N/L,N/A
QBTC.TO,The Bitcoin Fund CAD,41.35,41.45,39.98,39.25,39.49,40.26,43.86,25382,N/L,N/A
FRSH.CN,The Fresh Factory B.C Ltd.,0.62,0.63,0.62,0.62,0.62,0.62,0.68,7000,N/L,N/A
TGOD.CN,The Green Organic Dutchman Holdings Ltd,0.1,0.1,0.1,0.1,0.1,0.105,0.101,513229,N/L,N/A
INXD.NE,The Inx Digital Company Inc.,0.48,0.46,0.47,0.465,0.48,0.47,0.432,6053,N/L,N/A
NWC.TO,The North West Company Inc,35.59,35.9,35.47,35.6,35.04,35.44,35.22,22903,N/L,Consumer Staples
MYLK.VN,The Planting Hope Company Inc,0.6,0.68,0.64,0.61,0.6,0.63,0.601,142000,N/L,Consumer Staples
REAX.VN,The Real Brokerage Inc,1.82,1.83,1.85,1.95,1.8,1.87,2.125,5501,N/L,Consumer Discretionary
VLNS.TO,The Valens Company Inc.,1.06,1.06,1.04,1.01,1.03,1.04,1.05,61470,N/L,Medical
VERY.VN,The Very Good Food Company Inc,0.33,0.33,0.39,0.33,0.41,0.405,0.285,338113,N/L,Consumer Staples
WED.VN,The Westaim Corp,2.64,2.59,2.59,2.57,2.55,2.58,2.576,100900,N/L,Finance
WI.VN,The Western Investment CO of Cda Ltd,0.38,0.38,0.37,0.37,0.37,0.37,0.384,37000,N/L,Finance
TLT.VN,Theralase Technologies Inc,0.355,0.415,0.305,0.355,0.3,0.31,0.303,270755,N/L,Medical
TLT-WT.VN,Theralase Technologies Inc WT,0.165,0.19,0.165,0.165,0.165,0.15,0.153,43000,N/L,N/A
TH-DB-U.TO,Theratechnologies 5.75 Pct Debs,83,83,85,85,87.5,87.5,85.72,30000,N/L,N/A
THRM.VN,Therma Bright Inc,0.155,0.16,0.155,0.16,0.155,0.16,0.161,31107,N/L,Medical
THNK.VN,Think Research Corp,0.68,0.68,0.67,0.67,0.7,0.67,0.709,29600,N/L,Medical
THNC.TO,Thinkific Labs Inc,2.28,2.69,2.15,2.2,2.04,2.1,2.41,120134,N/L,Computers and Technology
TTI.VN,Thiogenesis Therapeutics Corp,0.55,0.54,0.57,0.58,0.56,0.55,0.565,43500,N/L,N/A
IDK.CN,Threed Capital Inc,0.465,0.44,0.45,0.42,0.42,0.405,0.511,23925,N/L,N/A
TBRD.VN,Thunderbird Entertainment Group Inc,3.41,3.55,3.51,3.58,3.12,3.51,3.44,11300,N/L,N/A
AWE.VN,Thunderstruck Resources Ltd,0.065,0.06,0.06,0.06,0.06,0.06,0.067,30500,N/L,Basic Materials
TWM.TO,Tidewater Midstream and Infras Ltd,1.46,1.46,1.48,1.46,1.49,1.48,1.33,114320,N/L,Oils-Energy
TIDL.CN,Tiidal Gaming Group Corp,0.135,0.15,0.14,0.13,0.14,0.14,0.132,50000,N/L,N/A
TLRY.TO,Tilray Inc,5.8,5.89,5.82,5.8,5.67,5.96,6.04,137490,N/L,N/A
TF.TO,Timbercreek Financial Corp,8.89,8.97,8.94,8.91,8.96,8.98,8.85,38694,N/L,N/A
TF-DB-E.TO,Timbercreek Financial Corp 5.00 Pct Debs,96.7,96.08,96.91,96.69,99,99.8,97.87,14000,N/L,N/A
TF-DB-D.TO,Timbercreek Financial Corp 5.25 Pct Debs,97.5,97.5,97.5,97.5,97.75,97.75,97.49,17000,N/L,N/A
TF-DB-C.TO,Timbercreek Financial Corp 5.30 Pct Debs,99.51,99.51,100,99.26,100,100,100.08,6000,N/L,N/A
TBR.VN,Timberline Resources Corp,0.22,0.22,0.255,0.225,0.24,0.24,0.239,30500,N/L,N/A
TK.VN,Tinka Resources Ltd,0.205,0.2,0.195,0.19,0.165,0.19,0.158,66900,N/L,Basic Materials
TORC.VN,Tinone Resources Inc,0.19,0.19,0.18,0.19,0.21,0.21,0.226,5500,N/L,N/A
TTS.VN,Tintina Mines Ltd,0.06,0.06,0.055,0.055,0.055,0.055,0.052,20500,N/L,N/A
TLA.VN,Titan Logix Corp,0.5,0.5,0.48,0.47,0.5,0.48,0.475,10000,N/L,N/A
TMD.TO,Titan Medical Inc,0.6,0.64,0.58,0.57,0.57,0.58,0.61,13172,N/L,Medical
TOC.CN,Tocvan Ventures Corp,0.85,0.85,0.83,0.84,0.8,0.82,0.785,112650,N/L,N/A
COIN.NE,Tokens.com Corp,0.45,0.46,0.41,0.44,0.43,0.45,0.529,51124,N/L,N/A
TBLL.VN,Tombill Mines Ltd,0.09,0.075,0.09,0.085,0.075,0.09,0.06,33000,N/L,Basic Materials
TPZ.TO,Topaz Energy Corp,24.06,24.13,23.56,23.99,23.5,23.42,23.29,103155,N/L,Oils-Energy
TOI.VN,Topicus.com Inc,70,67.8,68.99,68.75,67.06,67.06,71.557,35530,N/L,Computers and Technology
TXG.TO,Torex Gold Resources Inc,12.89,12.97,13.29,12.91,13.26,13.22,13.12,34443,N/L,Basic Materials
TGH.VN,Tornado Global Hydrovacs Ltd,0.44,0.51,0.46,0.47,0.445,0.44,0.464,5090,N/L,Industrial Products
TD.TO,Toronto-Dominion Bank,96.5,96.65,95.1,95.99,94.88,95.23,93.21,606592,N/L,Finance
TORQ.VN,Torq Resources Inc,0.64,0.62,0.65,0.65,0.63,0.62,0.669,13000,N/L,Basic Materials
TMET.VN,Torr Metals Inc.,0.16,0.155,0.17,0.165,0.175,0.17,0.202,30000,N/L,N/A
TORR.VN,Torrent Capital Ltd,0.61,0.8,0.89,0.9,0.85,0.85,0.905,27000,N/L,Finance
TGLD.CN,Torrent Gold Inc,0.4,0.43,0.35,0.38,0.3,0.335,0.411,12000,N/L,N/A
TOT.TO,Total Energy Services Inc,9.44,9.39,9.19,9.26,9.26,9.13,8.57,34264,N/L,Oils-Energy
TOH.VN,Total Helium Ltd,0.84,0.8,0.87,0.9,0.89,0.86,0.971,23126,N/L,Oils-Energy
TOH-WT.VN,Total Helium Ltd Wts,0.31,0.31,0.35,0.3,0.29,0.3,0.369,7000,N/L,N/A
THP.VN,Totally Hip Technologies Inc,0.265,0.265,0.2,0.2,0.2,0.2,0.138,6000,N/L,N/A
TXP.TO,Touchstone Exploration Inc,1.42,1.5,1.4,1.45,1.4,1.42,1.42,73772,N/L,Oils-Energy
TOU.TO,Tourmaline Oil Corp,78,78.9,75.84,77.86,77.05,76.45,71.88,272151,N/L,Oils-Energy
TO.CN,Tower One Wireless Corp,0.07,0.07,0.08,0.08,0.07,0.075,0.075,12000,N/L,N/A
TWR.VN,Tower Resources Ltd,0.315,0.31,0.305,0.315,0.305,0.3,0.282,102400,N/L,Basic Materials
TSF.CN,Tracesafe Inc,0.175,0.17,0.18,0.17,0.19,0.17,0.197,45291,N/L,N/A
TRAC.CN,Traction Uranium Corp,0.375,0.375,0.36,0.365,0.375,0.35,0.34,51350,N/L,N/A
TTG.VN,Trans Canada Gold Corp,0.055,0.055,0.055,0.055,0.06,0.06,0.061,10000,N/L,Oils-Energy
TA.TO,Transalta Corp,14.65,14.51,14.51,14.59,14.4,14.44,14.18,141579,N/L,Utilities
RNW.TO,Transalta Renewables Inc,17.55,17.41,17.49,17.5,17.51,17.44,17.56,181952,N/L,N/A
TRZ.TO,Transat At Inc,4.24,4.21,4.26,4.22,4.17,4.22,4.26,20626,N/L,N/A
TRP-PR-B.TO,Transcanada Corp Pref Ser 3,12.78,13.15,13.2,13.2,13.2,13.2,13.03,42190,N/L,N/A
TCAN.CN,Transcanna Holdings Inc,0.1,0.1,0.1,0.1,0.11,0.095,0.134,62030,N/L,N/A
TCL-A.TO,Transcontinental Inc Cl A Sv,15.94,16.11,15.76,15.91,15.5,15.71,15.57,44291,N/L,Industrial Products
TGL.TO,Transglobe Energy Corp,6.07,6.08,6.01,5.95,5.88,6,5.49,17067,N/L,Oils-Energy
TML.TO,Treasury Metals Inc,0.46,0.47,0.5,0.46,0.47,0.475,0.4977,51858,N/L,Basic Materials
TRUE.CN,Treatment.com International Inc,0.355,0.35,0.4,0.385,0.3,0.4,0.33,12000,N/L,N/A
TMC.VN,Trench Metals Corp,0.7,0.7,0.72,0.68,0.73,0.69,0.752,15600,N/L,N/A
TCW.TO,Trican Well,4.55,4.72,4.55,4.58,4.43,4.58,4.39,418936,N/L,Oils-Energy
TCN.TO,Tricon Capital Group Inc,15.61,15.71,15.37,15.61,15.44,15.44,16.28,119596,N/L,Consumer Discretionary
TG.VN,Trifecta Gold Ltd,0.06,0.06,0.06,0.06,0.06,0.06,0.064,25495,N/L,Basic Materials
TM.VN,Trigon Metals Inc,0.225,0.22,0.215,0.22,0.225,0.215,0.217,38013,N/L,Basic Materials
TCF.CN,Trillion Energy International Inc,0.4,0.39,0.39,0.395,0.395,0.385,0.354,586572,N/L,N/A
TMQ.TO,Trilogy Metals Inc,1.25,1.24,1.2,1.22,1.19,1.2,1.2,9600,N/L,Basic Materials
KETA.CN,Tripsitter Clinic Ltd.,0.05,0.05,0.07,0.07,0.07,0.07,0.088,10000,N/L,N/A
TSU.TO,Trisura Group Ltd,34.29,34.1,33.56,33.92,32.87,33.46,32.84,12507,N/L,Finance
TIG.VN,Triumph Gold Corp,0.09,0.09,0.085,0.09,0.085,0.085,0.086,6200,N/L,Basic Materials
TLG.TO,Troilus Gold Corp,0.68,0.68,0.68,0.69,0.67,0.69,0.68,25500,N/L,Basic Materials
TRU.VN,Tru Precious Metals Corp,0.105,0.105,0.105,0.1,0.105,0.105,0.113,82100,N/L,Basic Materials
